,scaled 1,scaled 2,scaled 3,scaled 4,scaled 5,scaled 6
0,0.8849109551115617,-0.9839539237729387,-1.0929617867465604,-0.07961052506453686,0.7338235904905004,-0.24971571109205623
1,0.7003689161785572,-0.7400781790155146,1.4944260019366102,0.08234814152760796,0.2879603303657242,0.3134995520517417
2,3.7909555854949506,1.8517290675932974,-0.7816277412343918,0.6691127825350462,-0.08293632715447588,-0.8973625045988991
3,-1.1781950786133444,1.4707834085725815,0.37851509703531216,-1.3504607933081791,-0.0004925512858369057,0.18868062247231174
4,2.697271496154455,0.6632100396368757,0.46101918393926145,-0.5647705354318145,-0.029294908661719125,0.3755818088852469
5,-0.6397303233891203,-1.3520234446693118,-1.1183703355130465,-0.4489768457154685,0.3327569231884414,0.40869968724764716
6,4.319344325095412,-0.938291514716861,1.000653665664163,-0.37274217493657713,-1.6867082554754873,0.17125139545620285
7,0.7000010836647784,-1.8062108104738939,-0.7478461988512545,-1.880280964262402,0.09386149874487652,-0.3631244024472802
8,-0.33794756523370056,-1.8746765395533351,0.31759602501141737,0.27170504906162485,-0.15213320192006538,0.13801318036392793
9,-0.05122776430073996,-1.138379372802115,2.991812494112738,1.8501599661176868,-0.0032809700498780104,-0.03997429831576991
10,4.027227964127195,1.6101258464479935,1.31808412453819,0.5797265899911624,-0.5440577341545704,0.046221829293412627
11,0.96527992118949,1.544296296916743,-0.2955194711397745,-0.058960103030646076,-0.3826012068581397,-0.7081004856577165
12,-1.2584166634692127,-0.6591657620757065,-0.15562434871066155,0.30526591647064666,-0.23555028753892973,-0.23871425597479465
13,-0.4979411089978099,-1.3724735396660068,-0.3755245754394975,-0.6818393617552009,0.1955416425991995,0.27975883380251754
14,-0.16021061405382858,-1.8871612996206535,1.0949416005001316,0.04991466042623594,-0.11136353848061752,0.15107021116136024
15,7.722352377037609,-0.37767746959471565,-0.12811464632882252,-0.43584939659138827,-0.7428748768078133,0.8115553631924871
16,-0.42121646681086106,-0.25869513215945467,-0.9600232922703386,0.5796132432543827,-0.4305311942031489,0.2823303418378236
17,1.0103610985711244,-1.1537049326831017,-0.18715948340439797,-1.1864053551788327,0.25492635420236875,-0.16386900356149464
18,0.8341747049107633,1.4187622779266325,0.5396192055975609,0.8388965409537308,0.23637947228789497,-0.014890894798420354
19,-2.0630879461074416,-1.2363977812490745,-0.3139362920555195,0.7414165241853625,0.1079203056173829,0.10410816979694158
20,-2.219815032831219,-1.4457562150818932,-1.5808058607347129,0.7664913592147666,-0.05021540686124724,0.43270304800143256
21,3.2940281621993805,-1.5712879896086804,-1.2434121876230344,0.6692564368627625,-0.09681149035267193,-0.13635637335141154
22,-0.9910460977321718,-1.0764218763992797,0.12796573686659865,1.2100762907339357,-0.02433300568349961,0.14600113842400247
23,3.8838541122581893,-0.5809467908797612,-0.016707674501244267,-0.03279510840641729,1.0130358819603071,-0.17505470433771464
24,-1.909722963855847,1.5434886852372618,0.3702358398834157,-1.5437014812374306,0.04399994778671621,0.25955381274758027
25,7.727714459448111,2.4151448567112896,-0.6767247770538212,0.20261094564062024,0.2653912582542245,0.056316404098409205
26,-0.4778017630135054,-0.000448662145022572,-0.8536303412142376,-0.12723978788205784,-0.7146462699480686,0.753689104146046
27,-1.1728479887291174,1.0966956600385775,-0.9659828980299074,-0.8787051857060736,-0.22287307731464093,-0.011991708261052697
28,3.908732633948563,1.9375019213716083,-0.8676726385825895,0.5808731747804012,-0.29702922634559475,-0.12233203050182304
29,-0.05754781890689493,1.489079393652939,0.6781113342261007,-0.11682405675438978,0.3285275855264206,-0.2300468806536548
30,2.891243140826422,1.2704737314933792,0.24351008209964034,-0.24000254703863316,0.8984801694480028,-0.1556961213279657
31,5.493439877186179,0.21506069743480605,1.153417567857143,-0.28395045636292726,0.2610970004583111,0.7760663665925741
32,0.9269469556085755,-1.164577228814761,-0.20339880454950893,0.5164058938316264,0.747212936927252,0.15956865048633692
33,-0.61859629070396,1.3876530331422128,-0.31814831221397605,1.7895750534248196,-0.1888206645422658,0.046534120302988834
34,0.8103644726134678,-0.7849655259483844,-1.3697473409626675,0.8111376602524021,-0.4203741509123642,-0.10165254504338697
35,-0.38214194512432104,-1.804629969913425,2.1516450787255335,0.7969251287346182,-0.5960817675492693,-0.1374559288887357
36,0.20094592367680217,-1.0180529697500385,-1.2959809523638817,0.09351251819018068,0.8254768511803289,0.03970587972130261
